price,roc_mean,speed_margin,power_per_distance,wing_span,range
-1.2396677703994068,-1.643175973765349,-0.45130460269252504,1.6798901765199004,-0.16069116486120302,-1.141187235953447
-1.37390733951119,-1.6415374785563361,-0.6716714718014822,0.7859811820017201,-0.35165374225634116,-2.2251426075909206
-0.7360837837649973,-2.0102090965394024,-0.21932044828141284,0.8282751484755583,-0.5120683180756406,-2.0625567952549604
-1.2396677703994068,-1.9952523763216443,-0.2687104496534076,0.8612058598698505,-0.5120683180756406,-2.0625567952549604
-1.3347890463385486,-2.171655163599555,-0.15275878334693505,1.0845391176537642,-0.5120683180756406,-2.358675175155762
-1.6448209552607205,-2.2781813621121643,-0.28914872573384054,1.0742756569718808,-0.35165374225634116,-2.312940017016439
0.3462884406448127,0.7819542442574257,-0.47167305681126404,-0.09719691740845623,-0.26725570022735534,0.2484183313672457
0.6211425333074179,0.424219981654461,-0.30516999340684536,-0.367718661817511,-0.27923020047592206,0.5115909739558638
0.3462884406448127,0.3798549981990862,-0.34782885770218874,-0.4024375986524644,-0.26725570022735534,0.6362333986610734
0.7884697520815926,0.3798549981990862,-0.34782885770218874,-0.4024375986524644,-0.26725570022735534,0.7409531703588083
0.7965405839767093,0.37474758723141655,0.2585179065130857,-6.449918466532669,-0.6388716622358294,0.7409531703588083
-0.05357914596864024,0.29540503151133507,-0.5085185703466713,-0.6868340899748783,-0.6388716622358294,0.7766857396967306
-0.974828716547254,-0.6556674253343658,-0.7882800584239799,-0.2350630499682418,-0.37601759663097667,-2.6305709984041905
-0.974828716547254,-0.7443239312761347,-0.3604868383185581,-0.1997887367549039,0.4787889934914287,-2.2251426075909206
-1.0599350576165483,-0.7486788131366062,-0.7271667412660624,-0.08719924869035273,-0.37601759663097667,-2.2251426075909206
-1.5370129224390494,-0.9825096879334538,-0.48271347263439285,0.17648350989228395,-0.4127756902923103,-1.9432241800212497
-1.8160884182787833,-1.0449353894563256,-0.7380301295107052,0.24445127235626574,-0.4127756902923103,-3.0114029726185154
-2.270129005167483,-1.1798755754752097,-0.7380301295107052,0.33464916279303825,-0.4127756902923103,-2.3679779831284895
-2.7410117823692075,-1.2397285557768947,-0.37135022656320094,0.4186541952621121,-0.4127756902923103,-2.2251426075909206
-0.5466261323923093,-1.1464644235437835,0.26190476038349986,1.8184567951282762,-1.3230891676273993,-0.9740195114111373
-0.7360837837649973,-0.6847751174046265,-0.512987102998237,754.7210407854709,-1.3230891676273993,-1.0142343125921867
-1.1481368427391072,-0.5947099789746777,-0.8041919910712326,-3.7731525734289364,-1.3230891676273993,-1.185797617343577
-1.4337938774227033,-0.32403898751534255,0.3528136715634438,9.976489696929326,-1.8772178835342705,-0.06776324751660431
-0.7360837837649973,-0.32403898751534255,-0.05512131750839244,6.930384978351284,-0.9835769292674452,-0.9980293320896773
-0.5890519747074126,-1.4421680939036494,-0.027464439856764944,0.4491410850301598,-0.6005095651885106,-0.9700519799764187
-0.4369901920368998,-1.278944639734973,0.2021040603515274,0.42101148101548674,-0.6005095651885106,-0.9700519799764187
-0.5890519747074126,-1.4421680939036494,-0.08519388289281515,0.4491410850301598,-0.7556609001585415,-0.9700519799764187
-0.5890519747074126,-1.5885102848696833,0.15925938573885423,0.4011250951179328,-0.6260532717375602,-0.7172478517433324
-0.7360837837649973,-0.5061252138260026,-0.6046384029750672,6.930384978351284,-0.5877839496213313,-1.792200429355317
-1.4337938774227033,-1.4929907711689097,-0.22568915975389436,0.5994200156970007,-0.7556609001585415,-1.4771434728407646
-0.8130833307323274,-0.9482685071922209,0.2970168013411367,0.6339709332500179,-0.49955404151970795,-1.2316612619020915
-2.270129005167483,-1.798837885097739,-0.40602981290465867,13.795841957917842,-0.49955404151970795,-1.7091128379658036
-0.5326475221930151,-0.14398376530747325,-0.4324776845505609,1.6919851325137634,-0.25530832231287814,-0.14958759069641675
-1.0948318008068503,-0.5568214098192619,-0.1012685269607364,0.7575232546283514,-1.0664283461294624,-0.5557884852683149
-1.3058589026100786,-0.7300626925870528,-0.22676479059109178,0.8992746281271615,-1.0664283461294624,-0.9040385823646786
-1.3058589026100786,-0.7300626925870528,-0.20406785888280732,0.8992746281271615,-1.0803643254225046,-0.6409889488838153
-1.2867620980866854,-0.6828076429556243,-0.5027727686473997,1.2196127411940785,-2.4059888993795173,-1.2409906494706158
-1.1036350111718412,-0.7490885603408337,-0.44165945148948227,1.1229035458559142,-2.4059888993795173,-1.2316612619020915
-0.8926078965871627,-0.6150638741009775,0.025132820350256768,9.976489696929326,-0.43742417016380464,-1.6241236234134064
-0.19489770187610478,0.006921119458009883,0.5825996141228896,5.557778342900153,-0.43742417016380464,-0.11167265876121325
-0.8926078965871627,-0.6914848013478189,-1.016358059615403,-0.24800699159160072,0.7321885851191142,-1.6241236234134064
-0.8926078965871627,-0.4100193308717393,-0.7719047909837334,-3.5322108836179993,0.7321885851191142,-1.6241236234134064
0.3462884406448127,0.128093182380502,-0.5001212677226348,-5.219862377422089,0.7420756828483486,-0.5103081521434666
-2.417160725060397,-0.6755144528278921,0.10421102513572683,-7.765546439976202,-0.29123194648232,-0.35361411808116966
1.1484302379829245,1.4892913088391837,1.522616741149573,0.8611294900257023,1.8113312931536252,1.3659252000346513
1.1623287451220978,0.567157489146379,1.3791825500895494,0.8426293431263303,2.1396448513996384,1.5821560425812669
1.1623287451220978,0.40316484656449236,-0.11593947503725865,-6.166708067549022,2.1396448513996384,1.3640289879958072
1.1623287451220978,1.1109035003527463,0.07224227976983377,0.5223728194624067,1.8193905232839502,1.58712854911114
1.0107886059883253,1.1109035003527463,0.04190107684756228,0.5223728194624067,1.8193905232839502,1.5004645450578984
0.33169291466627854,0.7990101180857319,-0.6466421562204148,0.45961792680928415,0.9169457887981666,0.6048211552589499
0.33169291466627854,0.8982342616065082,-0.30451436835449053,0.35807969115670807,0.9169457887981666,0.4792924254193123
0.43206375921356316,0.3336094422342617,-0.18228773403865584,0.7542633336032774,0.9073813889080908,0.48742716263692254
0.8245788471483942,0.929738342560968,-0.28819166457213485,0.7236337189795522,0.9169457887981666,0.8235846093484143
0.7724098297480837,0.9221109139335837,-0.263314545500406,0.7236337189795522,0.9169457887981666,0.8235846093484143
0.5880025923274211,0.36546225410338273,-0.40896123907841175,0.5071809744071661,1.3918125911246189,0.8946643830410682
0.7884697520815926,0.5901108194207703,-0.3134578757787563,3.231277390835943,1.3918125911246189,0.6641424266805838
0.6297888265604811,0.5174301481508162,-0.600779016805719,3.231277390835943,1.3918125911246189,0.6641424266805838
0.5508395623508573,0.4979001893731374,-0.47855238248988424,0.6154621297761971,1.3918125911246189,0.7561663445615667
0.8045846469032016,0.44154364722668826,-0.6618923339636364,0.6921241779142523,0.8205122968395714,0.7213836403843907
0.6555442830647519,0.2713759761075756,-0.3495962101618273,0.6756646425284597,0.8205122968395714,0.8691738046272856
0.5149087917621584,-0.06972447227910028,-0.38635106584429235,0.01059541775630026,1.3918125911246189,0.3110780588435486
0.5149087917621584,0.2965818795180595,-0.30465928133173725,0.00820326578013291,1.3918125911246189,-0.20816386021558186
0.5149087917621584,-0.06972447227910028,-0.3657725984896547,0.01059541775630026,1.3918125911246189,-0.06548461716498542
0.6640690113526847,0.10794312530962205,-0.2741444962954424,0.013338901155005455,1.3918125911246189,-0.06548461716498542
0.6211425333074179,-0.2797124995702963,-0.20480176783830253,0.01513892377405011,1.3918125911246189,0.0014361599695171996
0.7884697520815926,-0.08326500904843678,-0.38814171931205466,-0.13484961434210785,1.4005384245358166,0.020988949141552086
0.8913519830614455,-0.2033418535066711,-0.38814171931205466,-0.4164215731480079,0.9073813889080908,0.020988949141552086
0.5329407161044228,-0.11357696357665586,-0.4748828201623442,-0.17432250850822595,0.9073813889080908,-0.27408678739978765
0.7884697520815926,0.5106758546257011,-0.20021088436884094,0.005987657647993228,0.0910807726356982,0.4955215688152334
0.8522966661152994,0.5106758546257011,-0.35672002390544644,0.005987657647993228,0.0910807726356982,0.16358686727459829
0.8913519830614455,0.038677908807591185,-0.35672002390544644,0.01024717119087718,0.0910807726356982,0.16358686727459829
