price,roc_mean,speed_margin,power_per_distance,wing_span,range
-1.2396677703994068,-0.9440516460682136,-0.06595795631264445,0.6591201660706697,-0.22462452545477754,-0.7787843439015338
-1.37390733951119,-0.9725716321524657,-0.07482169209294676,0.3307647770082535,-0.3809118700374308,-1.0377482211691083
-0.7360837837649973,-1.0642937512237283,0.36171088601888424,0.347284466407561,-0.5078953375108366,-1.0089744570282666
-1.2396677703994068,-1.0634782406418777,0.344232170006066,0.349528958527936,-0.5078953375108366,-1.0089744570282666
-1.3347890463385486,-1.090605453654182,0.5449886486056899,0.3733322412516308,-0.5078953375108366,-1.0593285442747393
-1.6448209552607205,-1.1158130016790186,0.5012918585736441,0.3711397102619473,-0.3809118700374308,-1.052135103239529
0.3462884406448127,0.4948815318385815,-0.7455134586563742,-0.5512856455103853,-0.31253615678252006,-0.0623176167945782
0.6211425333074179,0.103717841149652,-0.5796522231954402,-0.6585600121523152,-0.32230411581893587,0.1563629906758179
0.3462884406448127,0.10914464926171327,-0.6233490132274859,-0.7600034126134411,-0.31253615678252006,0.27289673544622634
0.7884697520815926,0.10914464926171327,-0.6233490132274859,-0.7600034126134411,-0.31253615678252006,0.37792097456029816
0.7965405839767093,0.06262385577509189,-0.012091463874418895,2.1336069548742933,-0.605574927874995,0.37792097456029816
-0.05357914596864024,-0.014162492149255676,-0.7633653079908718,-2.0893263006741,-0.605574927874995,0.41532686794339224
-0.974828716547254,-0.5671983189959874,-0.6506864872117514,0.10849816355003417,-0.4004477881102625,-1.0981731258648755
-0.974828716547254,-0.6502888612226728,-0.22289326710632962,0.2814961663653061,0.34191709865734066,-1.0377482211691083
-1.0599350576165483,-0.6498673627847183,-0.5895731700538339,0.16676049331768117,-0.4004477881102625,-1.0377482211691083
-1.5370129224390494,-0.7249402306631896,-0.34511990142216437,0.30490776077366843,-0.42975166521951,-0.9859554457155933
-1.8160884182787833,-0.7259252610229299,-0.46747091351189235,0.3184318781145729,-0.42975166521951,-1.14277246028318
-2.270129005167483,-0.7505033100202407,-0.46747091351189235,0.3346608189236584,-0.42975166521951,-1.0607672324817814
-2.7410117823692075,-0.744771366307978,-0.100791010564388,0.348184936264563,-0.42975166521951,-1.0377482211691083
-0.5466261323923093,-0.7899703908858495,0.5539767621598851,0.5760307770466029,-1.0939728796957866,-0.7212368156198506
-0.7360837837649973,-0.4926111261706664,-0.23175700288663192,2.329912433129405,-1.0939728796957866,-0.7356236976902715
-1.1481368427391072,-0.37644657392440467,-0.3541080149763597,-2.5969192652959445,-1.0939728796957866,-0.7931712259719547
-1.4337938774227033,-0.397122982294436,0.5627783090532408,1.464004147710836,-1.4456194050067563,-0.2824369124720164
-0.7360837837649973,-0.397122982294436,-0.056845464984556116,1.3681468233096272,-0.8595418628218066,-0.7298689448621032
-0.5890519747074126,-0.8763458597204561,0.22225429123801743,0.2891808029754487,-0.5762710507657475,-0.7197981274128086
-0.4369901920368998,-0.833041289685328,0.5277586881406577,0.27862230968451396,-0.5762710507657475,-0.7197981274128086
-0.5890519747074126,-0.8763458597204561,0.19603621721878994,0.2891808029754487,-0.6934865592027374,-0.7197981274128086
-0.5890519747074126,-0.9024307687781337,0.44048948585045933,0.2711308284272573,-0.5958069688385791,-0.6205286411269051
-0.7360837837649973,-0.4657542244002776,-0.12713346235750855,1.3681468233096272,-0.5665030917293317,-0.9543043051606676
-1.4337938774227033,-0.9314547373399509,0.09996546803523598,0.30970758529681636,-0.6934865592027374,-0.8780538301874373
-0.8130833307323274,-0.7071639156268267,0.5365602350340134,0.29677637571765686,-0.49812737847442085,-0.8075581080423755
-2.270129005167483,-0.9834298503901278,0.25690077882892104,1.5406900072318035,-0.49812737847442085,-0.9356013584691205
-0.5326475221930151,-0.29822160889476446,-0.5455654355870555,0.6935990915193666,-0.3027681977461042,-0.3327909997184892
-1.0948318008068503,-0.5179240425156327,-0.10921942413606422,0.44241233439814637,-0.9181496170403015,-0.5485942307748011
-1.3058589026100786,-0.5609033287207286,-0.1529784030550566,0.4471973979547699,-0.9181496170403015,-0.6953404278930932
-1.3058589026100786,-0.5609033287207286,-0.08318791677767656,0.4471973979547699,-0.9279175760767174,-0.5874388123649372
-1.2867620980866854,-0.5499053780060049,-0.29280813115760274,0.47351650498780035,-1.7484261351356472,-0.8104354844564596
-1.1036350111718412,-0.6137535017969764,-0.23169481399968528,0.4486459248178186,-1.7484261351356472,-0.8075581080423755
-0.8926078965871627,-0.5000698454531984,0.6061641546505538,1.464004147710836,-0.44928758329234164,-0.9154597235705314
-0.19489770187610478,-0.225544877029832,0.7374410914075303,1.3106324286689017,-0.44928758329234164,-0.3097719884058159
-0.8926078965871627,-0.6219933675044271,-0.8253492695660409,0.11199294563157489,0.5861160745677364,-0.9154597235705314
-0.8926078965871627,-0.43143860334735684,-0.5808960009343714,0.5054309036987457,0.5861160745677364,-0.9154597235705314
0.3462884406448127,-0.14318738650282206,-0.4410662728318252,0.21785893049511856,0.5958840336041522,-0.5270139076691699
